PRINC_DIAG_CODE,Count,ICD-9,icd9cm_mult
H44139,7.0,36011,['36011']
Q179,7.0,7443,['7443']
M2605,7.0,52405,['52405']
R150,7.0,78761,['78761']
N853,7.0,6211,['6211']
N423,7.0,6023,['6023']
Q683,7.0,75442,['75442']
O88013,7.0,67303,['67301' '67303']
O26839,7.0,64620,['64620']
Z85048,7.0,V1006,['V1006']
F983,7.0,30752,['30752']
A062,7.0,0062,['0062']
C8117,7.0,20157,['20157']
S35239A,7.0,90227,['90227']
F69,7.0,3019,['3019']
H1851,7.0,37157,['37157']
D3A095,7.0,20966,['20966']
R3911,7.0,78864,['78864']
J636,7.0,503,['503']
K903,7.0,5794,['5794']
P8339,7.0,7785,['7785']
M2631,7.0,52431,['52431']
A079,7.0,0079,['0079']
C8141,7.0,20141,['20141']
C9591,7.0,20891,['20821' '20881' '20891']
P032,7.0,7632,['7632']
T699XXA,7.0,9919,['9919']
N94810,7.0,62571,['62571']
H579,7.0,V411,['37940' '37990' 'V411']
F4002,7.0,30022,['30022']
T3499XA,7.0,9913,['9913']
C8148,7.0,20148,['20148']
Z888,7.0,V148,['V148']
N270,7.0,5890,['5890']
H5005,7.0,37805,['37805']
H47329,7.0,37721,['37721']
Q709,7.0,75510,['75510']
C7B00,7.0,20970,['20970']
M4680,7.0,72089,['72089']
P0822,7.0,76622,['76622']
P518,7.0,7723,['7723']
C8476,7.0,20066,['20066']
Z7952,7.0,V5865,['V5865']
H4713,7.0,37703,['37703']
R823,7.0,7912,['7912']
Z87820,7.0,V1552,['V1552']
O047,7.0,63562,['63562']
O892,7.0,66824,['66824']
H7133,7.0,38535,['38535']
Z761,7.0,V200,['V200']
P616,7.0,7763,['7763']
Z8249,7.0,V1749,['V173' 'V1749']
C8135,7.0,20175,['20175']
Q5523,7.0,75281,['75281']
H359,6.0,3629,['3629']
M2652,6.0,52452,['52452']
D290,6.0,2221,['2221']
H259,6.0,36610,['36610']
P560,6.0,7733,['7733']
A269,6.0,0271,['0271']
B661,6.0,1211,['1211']
Z01419,6.0,V7231,['V7231']
D804,6.0,27902,['27902']
S346XXA,6.0,9548,['9548']
A1813,6.0,01630,['01630']
C8133,6.0,20173,['20173']
Z464,6.0,V585,['V534' 'V585']
C44191,6.0,17319,['17319']
E13641,6.0,25030,['24930' '25030']
A369,6.0,0329,['0329']
T700XXA,6.0,9930,['9930']
S93529A,6.0,84512,['84512']
O99845,6.0,64924,['64922' '64924']
L278,6.0,6938,['6938']
E539,6.0,2669,['2669']
S52622A,6.0,81346,['81346']
R922,6.0,79382,['79382']
L290,6.0,6980,['6980']
M9908,6.0,7398,['7398']
Z1289,6.0,V7649,['V7649']
B670,6.0,1220,['1220']
T6294XA,6.0,E9809,['9889' 'E9809']
E748,6.0,2718,['2714' '2718']
Z1504,6.0,V8404,['V8404']
Z9884,6.0,V4586,['V4586']
H02439,6.0,37431,['37431']
L819,6.0,70900,['70900']
Q270,6.0,7475,['7475']
N6099,6.0,6109,['6109']
C9481,6.0,20781,['20781']
P03810,6.0,76381,['76381']
N7681,6.0,61681,['61681']
N972,6.0,6283,['6283']
Z30431,6.0,V2542,['V2542']
N4283,6.0,6003,['6003']
Q219,6.0,7459,['7459']
H4742,6.0,37752,['37752']
G4484,6.0,33984,['33984']
A638,6.0,0998,['0998']
M2671,6.0,52471,['52471']
C467,6.0,1768,['1768']
Z21,6.0,V08,['V08']
D729,6.0,2889,['2889']
H3581,6.0,36283,['36283']
J8403,6.0,5161,['5161']
O0734,6.0,6382,['6382']
L578,6.0,69274,['69270' '69274']
K0823,6.0,52523,['52523']
Z95810,6.0,V4502,['V4502']
I090,6.0,3980,['3980']
D2310,6.0,2161,['2161']
Q380,6.0,75025,['75025']
M2650,6.0,52450,['52450']
H1820,6.0,37120,['37120']
J8402,6.0,5162,['5162']
O2390,6.0,64660,['64660']
S48912A,6.0,8874,['8874']
Z66,6.0,V4986,['V4986']
B749,5.0,1259,['1259']
O34599,5.0,65440,['65440']
K9432,5.0,53086,['53086']
I091,5.0,3979,['3979']
B070,5.0,07812,['07812']
H5022,5.0,37831,['37831']
G3281,5.0,3344,['3344']
H7409,5.0,38509,['38500' '38501' '38502' '38503' '38509']
L83,5.0,7012,['7012']
E52,5.0,2652,['2652']
Z113,5.0,V745,['V745']
Z3202,5.0,V7241,['V7241']
M4820,5.0,7215,['7215']
Z9861,5.0,V4582,['V4582']
M2508,5.0,71918,['71918']
A066,5.0,0065,['0065']
H50012,5.0,37801,['37801']
C005,5.0,1405,['1405']
A231,5.0,0231,['0231']
H5213,5.0,3671,['3671']
B261,5.0,0721,['0721']
B383,5.0,1141,['1141']
O0382,5.0,63432,['63430' '63432']
P549,5.0,7729,['7729']
Z8759,5.0,V1329,['V131' 'V1329']
P2420,5.0,77015,['77015']
H4722,5.0,37716,['37716']
H30819,5.0,36322,['36322']
A512,5.0,0912,['0912']
A1817,5.0,01670,['01660' '01670']
A187,5.0,01760,['01760']
H70899,5.0,38389,['38389']
H53009,5.0,36800,['36800']
M2637,5.0,52437,['52437']
Z0372,5.0,V8902,['V8902']
H906,5.0,38922,['38922']
H1589,5.0,37919,['37916' '37919']
Z89529,5.0,V8822,['V8822']
Q459,5.0,7519,['7519']
R10824,5.0,78964,['78964']
H019,5.0,3739,['3739']
Q158,5.0,7438,['7438']
I0989,5.0,39899,['3971' '39899']
Z00111,5.0,V2032,['V2032']
A1859,5.0,01730,['01730']
D0769,5.0,2336,['2336']
Q289,5.0,7479,['7479']
C8386,5.0,20086,['20056' '20086']
J84842,5.0,51662,['51662']
Q160,5.0,74401,['74401']
N4401,5.0,60821,['60821']
A270,5.0,1000,['1000']
B352,5.0,1102,['1102']
N843,5.0,6246,['6246']
M4010,5.0,73741,['73741']
S98912A,5.0,8960,['8960']
G4719,5.0,32719,['32719']
R87611,5.0,79502,['79502']
B0802,5.0,0512,['0512']
F409,5.0,30020,['30020']
R293,5.0,78192,['78192']
Z77098,5.0,V872,['V872']
Q408,5.0,7508,['7508']
T7632XA,5.0,99551,['99551']
J311,4.0,4722,['4722']
O7100,4.0,66500,['66500']
C8134,4.0,20174,['20174']
H7393,4.0,3849,['3849']
K008,4.0,5208,['5208']
Q134,4.0,74344,['74341' '74344']
R970,4.0,79581,['79581']
A811,4.0,0462,['0462']
Z753,4.0,V639,['V639']
D289,4.0,2219,['2219']
C8139,4.0,20170,['20170']
B1089,4.0,05889,['05889']
Z8674,4.0,V1253,['V1253']
Z85850,4.0,V1087,['V1087']
K0262,4.0,52107,['52102' '52107']
O88113,4.0,67313,['67311' '67313']
A829,4.0,071,['071']
B263,4.0,0723,['0723']
G44219,4.0,33911,['33911']
C9402,4.0,20702,['20702']
Z8701,4.0,V1261,['V1261']
E45,4.0,2632,['2632']
R012,4.0,7853,['7853']
E343,4.0,2594,['2594']
E280,4.0,2560,['2560']
N734,4.0,6147,['6147']
M2674,4.0,52474,['52474']
H4930,4.0,37856,['37856']
K08530,4.0,52563,['52563']
T2250XA,4.0,94310,['94310']
A740,4.0,07798,['0770' '07798']
S48922A,4.0,8874,['8874']
D3A094,4.0,20965,['20965']
D3A024,4.0,20955,['20955']
D3A093,4.0,20964,['20964']
K0531,4.0,52341,['52341']
H5315,4.0,36814,['36814']
I069,4.0,3959,['3959']
M2440,4.0,71830,['71830']
K001,4.0,5201,['5201']
I289,4.0,4179,['4179']
T80311A,4.0,99963,['99963']
C463,4.0,1765,['1765']
M13879,4.0,71627,['71627']
J393,4.0,4788,['4788']
P010,4.0,7610,['7610']
M11269,4.0,71236,['71236']
M2460,4.0,71850,['71850']
M2670,4.0,52470,['52470']
Z87898,4.0,V1389,['V1389']
P940,4.0,7752,['7752']
Q776,4.0,75655,['75655']
Z8711,4.0,V1271,['V1271']
E275,4.0,2556,['2556']
E289,4.0,2569,['2569']
H5034,4.0,37824,['37824']
Q51810,4.0,75236,['75236']
L505,4.0,7085,['7085']
Q140,4.0,74351,['74351']
T2044XA,4.0,94105,['94105']
N855,4.0,6217,['6217']
R880,4.0,7925,['7925']
R94120,4.0,79415,['79415']
Z0374,4.0,V8904,['V8904']
H5940,4.0,37960,['37960']
G4739,4.0,32729,['32729']
B852,4.0,1329,['1329']
C9192,4.0,20492,['20492']
G4729,4.0,32739,['32739']
B820,4.0,1279,['1279']
R4921,4.0,78443,['78443']
Q387,4.0,75027,['75027']
G43611,4.0,34663,['34663']
T7631XA,4.0,99582,['99582']
G4711,4.0,32711,['32711']
A5481,4.0,09882,['09882']
G601,4.0,3563,['3563']
B75,4.0,124,['124']
D157,4.0,2128,['2128']
O99325,4.0,64834,['64832' '64834']
Z6379,4.0,V6149,['V613' 'V6149']
C91Z1,4.0,20481,['20481']
A546,4.0,0987,['0987']
Z85528,4.0,V1052,['V1052']
H018,4.0,3738,['3738']
S0420XA,4.0,9511,['9511']
Z886,4.0,V146,['V146']
D72824,4.0,28865,['28865']
Z881,4.0,V141,['V141']
R718,4.0,79009,['79009']
Z953,4.0,V422,['V422']
B79,4.0,1273,['1273']
Z905,4.0,V4573,['V4573']
M928,4.0,7326,['7326']
B9735,4.0,07953,['07953']
Z9882,4.0,V4382,['V4382']
R3981,4.0,78891,['78891']
H4489,4.0,36089,['36089']
K036,4.0,5236,['5236']
S35329A,4.0,90234,['90234']
A288,4.0,0278,['0278']
P570,4.0,7734,['7734']
Z9886,4.0,V4583,['V4583']
K0251,4.0,52106,['52101' '52106']
F8189,3.0,3152,['3152']
L502,3.0,7082,['7082']
G4732,3.0,32722,['32722']
R94112,3.0,79413,['79413']
K143,3.0,5293,['5293']
G7114,3.0,35924,['35924']
K0499,3.0,5229,['5229']
F632,3.0,31232,['31232']
T374X4A,3.0,E9804,['9616' 'E9804']
B653,3.0,1203,['1203']
Z85118,3.0,V1011,['V1011']
C8144,3.0,20144,['20144']
M26211,3.0,52421,['52421']
T691XXA,3.0,9915,['9915']
P0512,3.0,76412,['76412']
T708XXA,3.0,9938,['9938']
R3912,3.0,78862,['78862']
H5111,3.0,37883,['37883']
Z85828,3.0,V1083,['V1083']
O88219,3.0,67320,['67320']
A5439,3.0,09849,['09842' '09849']
Z8659,3.0,V118,['V118']
L80,3.0,70901,['70901']
O356XX0,3.0,65563,['65561' '65563']
H119,3.0,3729,['3729']
G4726,3.0,32736,['32736']
M13859,3.0,71625,['71625']
A5274,3.0,0953,['0952' '0953']
B839,3.0,1289,['1289']
C8411,3.0,20221,['20221']
P938,3.0,7794,['7794']
Z531,3.0,V642,['V626' 'V6406' 'V642']
M2624,3.0,52427,['52427']
Z9115,3.0,V4512,['V4512']
Z980,3.0,V453,['V453']
O9863,3.0,64744,['64742' '64744']
Z942,3.0,V426,['V426']
C8132,3.0,20172,['20172']
A218,3.0,0218,['0218']
A5201,3.0,0930,['0930']
P020,3.0,7620,['7620']
Z30430,3.0,V2511,['V2511']
M965,3.0,73733,['73733']
M1220,3.0,71920,['71920']
Z1624,3.0,V0991,['V0991']
Z1812,3.0,V9012,['V9012']
D562,3.0,28245,['28245']
S35219A,3.0,90224,['90224']
M152,3.0,71504,['71504']
Q984,3.0,7587,['7587']
H01129,3.0,37334,['37334']
B851,3.0,1321,['1321']
A232,3.0,0232,['0232']
S135XXA,3.0,8482,['8482']
B3321,3.0,07422,['07422']
S049XXA,3.0,9519,['9519']
M84431D,3.0,V5422,['V5422']
O361990,3.0,65620,['65620']
M2634,3.0,52434,['52434']
Z8719,3.0,V1279,['V1270' 'V1279']
H318,3.0,3638,['3638']
Q349,3.0,7489,['7489']
H61899,3.0,38089,['38089']
A1815,3.0,01650,['01650']
M26221,3.0,52425,['52425']
Q131,3.0,74345,['74345']
L906,3.0,7013,['7013']
S06892A,3.0,85402,['85402']
B0589,3.0,05579,['05579']
H4741,3.0,37754,['37754']
D298,3.0,2228,['2228']
H5043,3.0,37835,['37835']
Z87890,3.0,30250,['30250']
H4440,3.0,36030,['36030']
Q824,3.0,75731,['75731']
M962,3.0,73711,['73711']
H5330,3.0,36830,['36830']
A4852,3.0,04042,['04042']
P0229,3.0,7622,['7622']
O926,3.0,67664,['67662' '67664']
B583,3.0,1304,['1304']
L242,3.0,6922,['6922']
L490,3.0,69550,['69550']
T50901S,3.0,E9292,['9090' 'E9292']
H908,3.0,38920,['38920']
Z91040,3.0,V1507,['V1507']
B552,3.0,0855,['0855']
E509,3.0,2649,['2649']
Z9221,3.0,V8741,['V8741']
B9623,3.0,04143,['04143']
D3A091,3.0,20962,['20962']
L650,3.0,70402,['70402']
Z13228,3.0,V7799,['V773' 'V774' 'V776' 'V777' 'V7799']
B262,2.0,0722,['0722']
H0489,2.0,37589,['37589']
Z125,2.0,V7644,['V7644']
H049,2.0,3759,['3759']
H5069,2.0,37863,['37862' '37863']
Z13858,2.0,V8009,['V8009']
J675,2.0,4955,['4955']
D359,2.0,2279,['2279']
K054,2.0,5235,['5235']
K110,2.0,5270,['5270']
M2655,2.0,52455,['52455']
M312,2.0,4463,['4463']
G4712,2.0,32712,['32712']
A699,2.0,1049,['1049']
G4725,2.0,32735,['32735']
A771,2.0,0821,['0821']
A5483,2.0,09885,['09883' '09884' '09885']
Z228,2.0,V029,['V029']
O4190X0,2.0,65890,['65890']
K144,2.0,5294,['5294']
P03819,2.0,76383,['76383']
P016,2.0,7616,['7616']
K0261,2.0,52107,['52101' '52107']
A220,2.0,0220,['0220']
A832,2.0,0622,['0622']
A791,2.0,0832,['0832']
B663,2.0,1213,['1213']
K4011,2.0,55003,['55003']
B550,2.0,0850,['0850']
B569,2.0,0869,['0865' '0869']
K4101,2.0,55203,['55203']
O3490,2.0,65490,['65490']
B818,2.0,1277,['1277']
C4480,2.0,17380,['17380']
H3552,2.0,36274,['36274']
H3550,2.0,36270,['36270']
H449,2.0,3609,['3609']
R897,2.0,7954,['7929' '7954']
H4712,2.0,37702,['37702']
F519,2.0,30740,['30740']
H18629,2.0,37162,['37162']
H5703,2.0,37942,['37942']
H5503,2.0,37953,['37953']
H2609,2.0,36609,['36609']
H93239,2.0,38842,['38842']
H526,2.0,36789,['36789']
H527,2.0,3679,['3679']
H542,2.0,36925,['36920' '36925']
H52209,2.0,36720,['36720']
N880,2.0,6222,['6222']
N90811,2.0,62921,['62921']
C802,2.0,1992,['1992']
S349XXS,2.0,9073,['9073']
J84843,2.0,51664,['51664']
Z8481,2.0,V189,['V189']
Z8049,2.0,V1649,['V1640' 'V1649']
Z8551,2.0,V1051,['V1051']
Z856,2.0,V1060,['V1060']
Z719,2.0,V659,['V6540' 'V659']
O8802,2.0,67302,['67301' '67302']
Z789,2.0,V4989,['V4989']
O91119,2.0,67510,['67510']
S349XXA,2.0,9579,['9549' '9579']
A210,2.0,0210,['0210']
Z6836,2.0,V8536,['V8536']
A211,2.0,0213,['0213']
H5050,2.0,37840,['37840']
Z463,2.0,V523,['V523']
Z449,2.0,V529,['V529']
R41842,2.0,79953,['79953']
L448,2.0,7098,['6968' '7098']
A360,2.0,0320,['0320']
A240,2.0,024,['024']
Z569,2.0,V621,['V621']
L250,2.0,69281,['69281']
G8102,2.0,34201,['34201']
